"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H1N1)pdm09","A (H3)","A not subtyped","B (Victoria)","B (Yamagata)","B (lineage not determined)"
"382","Malaysia","Not defined","2021-23",2021-06-07,59,0,59,0,0,0,NA,NA,0
"383","Malaysia","Not defined","2021-24",2021-06-14,67,0,67,0,0,0,NA,NA,0
"384","Malaysia","Not defined","2021-25",2021-06-21,49,0,49,0,0,0,NA,NA,0
"385","Malaysia","Not defined","2021-26",2021-06-28,56,0,56,0,0,0,NA,NA,0
"386","Malaysia","Not defined","2021-27",2021-07-05,52,1,51,0,1,0,NA,NA,0
"387","Malaysia","Not defined","2021-28",2021-07-12,46,0,46,0,0,0,NA,NA,0
"388","Malaysia","Not defined","2021-29",2021-07-19,54,0,54,0,0,0,NA,NA,0
"389","Malaysia","Not defined","2021-30",2021-07-26,57,0,57,0,0,0,NA,NA,0
"390","Malaysia","Not defined","2021-31",2021-08-02,44,0,44,0,0,0,NA,NA,0
"391","Malaysia","Not defined","2021-32",2021-08-09,53,0,53,0,0,0,NA,NA,0
"392","Malaysia","Not defined","2021-33",2021-08-16,42,0,42,0,0,0,NA,NA,0
"393","Malaysia","Not defined","2021-34",2021-08-23,44,0,44,0,0,0,NA,NA,0
"394","Malaysia","Not defined","2021-35",2021-08-30,48,0,48,0,0,0,NA,NA,0
"395","Malaysia","Not defined","2021-36",2021-09-06,49,0,49,0,0,0,NA,NA,0
"396","Malaysia","Not defined","2021-37",2021-09-13,45,0,45,0,0,0,NA,NA,0
"397","Malaysia","Not defined","2021-38",2021-09-20,55,0,55,0,0,0,NA,NA,0
"398","Malaysia","Not defined","2021-39",2021-09-27,47,0,47,0,0,0,NA,NA,0
"399","Malaysia","Not defined","2021-40",2021-10-04,58,1,57,0,0,0,NA,NA,1
"400","Malaysia","Not defined","2021-41",2021-10-11,60,1,59,0,1,0,NA,NA,0
"401","Malaysia","Not defined","2021-42",2021-10-18,46,0,46,0,0,0,NA,NA,0
"402","Malaysia","Not defined","2021-43",2021-10-25,55,2,53,0,1,0,NA,NA,1
"403","Malaysia","Not defined","2021-44",2021-11-01,111,0,111,0,0,0,NA,NA,0
"404","Malaysia","Not defined","2021-45",2021-11-08,207,4,203,0,1,1,NA,NA,2
"405","Malaysia","Not defined","2021-46",2021-11-15,256,14,242,0,13,0,NA,NA,1
"406","Malaysia","Not defined","2021-47",2021-11-22,363,39,324,0,37,0,NA,NA,2
"407","Malaysia","Not defined","2021-48",2021-11-29,437,37,400,0,31,2,NA,NA,4
"408","Malaysia","Not defined","2021-49",2021-12-06,500,64,436,0,58,2,NA,NA,4
"409","Malaysia","Not defined","2021-50",2021-12-13,479,31,448,1,27,3,NA,NA,0
"410","Malaysia","Not defined","2021-51",2021-12-20,598,46,552,0,40,6,NA,NA,0
"411","Malaysia","Not defined","2021-52",2021-12-27,549,46,503,0,35,9,NA,NA,2
"412","Malaysia","Not defined","2022-01",2022-01-03,511,79,432,0,58,18,NA,NA,3
"413","Malaysia","Not defined","2022-02",2022-01-10,531,60,471,0,45,8,NA,NA,7
"414","Malaysia","Not defined","2022-03",2022-01-17,500,76,424,0,58,10,NA,NA,8
"415","Malaysia","Not defined","2022-04",2022-01-24,479,43,436,0,37,4,NA,NA,2
"416","Malaysia","Not defined","2022-05",2022-01-31,296,15,281,0,13,1,NA,NA,1
"417","Malaysia","Not defined","2022-06",2022-02-07,386,12,374,0,12,0,NA,NA,0
"418","Malaysia","Not defined","2022-07",2022-02-14,308,39,269,0,37,1,NA,NA,1
"419","Malaysia","Not defined","2022-08",2022-02-21,296,11,285,0,10,1,NA,NA,0
"420","Malaysia","Not defined","2022-09",2022-02-28,228,8,220,0,8,0,NA,NA,0
"421","Malaysia","Not defined","2022-10",2022-03-07,265,11,254,0,8,3,NA,NA,0
"422","Malaysia","Not defined","2022-11",2022-03-14,300,9,291,0,6,1,NA,NA,2
"423","Malaysia","Not defined","2022-12",2022-03-21,303,13,290,0,11,2,NA,NA,0
"424","Malaysia","Not defined","2022-13",2022-03-28,311,7,304,0,4,0,NA,NA,3
"425","Malaysia","Not defined","2022-14",2022-04-04,410,12,398,0,11,1,NA,NA,0
"426","Malaysia","Not defined","2022-15",2022-04-11,506,13,493,0,10,0,NA,NA,3
"427","Malaysia","Not defined","2022-16",2022-04-18,479,18,461,0,17,1,NA,NA,0
"428","Malaysia","Not defined","2022-17",2022-04-25,501,15,486,0,10,3,NA,NA,2
"429","Malaysia","Not defined","2022-18",2022-05-02,180,5,175,0,3,1,NA,NA,1
"430","Malaysia","Not defined","2022-19",2022-05-09,559,24,535,0,24,0,NA,NA,0
"431","Malaysia","Not defined","2022-20",2022-05-16,525,35,490,0,32,0,NA,NA,3
"432","Malaysia","Not defined","2022-21",2022-05-23,548,40,508,0,34,3,NA,NA,3
"433","Malaysia","Not defined","2022-22",2022-05-30,461,66,395,0,61,0,NA,NA,5
"434","Malaysia","Not defined","2022-23",2022-06-06,396,62,334,0,58,1,NA,NA,3
"435","Malaysia","Not defined","2022-24",2022-06-13,682,120,562,0,112,0,NA,NA,8
"436","Malaysia","Not defined","2022-25",2022-06-20,638,210,428,0,207,0,NA,NA,3
"437","Malaysia","Not defined","2022-26",2022-06-27,632,208,424,0,204,1,NA,NA,3
"438","Malaysia","Not defined","2022-27",2022-07-04,695,246,449,0,245,0,NA,NA,1
"439","Malaysia","Not defined","2022-28",2022-07-11,675,228,447,0,223,3,NA,NA,2
"440","Malaysia","Not defined","2022-29",2022-07-18,788,294,494,0,289,2,NA,NA,3
"441","Malaysia","Not defined","2022-30",2022-07-25,786,272,514,0,267,1,NA,NA,4
"442","Malaysia","Not defined","2022-31",2022-08-01,826,227,599,1,213,5,NA,NA,8
"443","Malaysia","Not defined","2022-32",2022-08-08,843,216,627,1,205,3,NA,NA,7
"444","Malaysia","Not defined","2022-33",2022-08-15,786,202,584,0,194,3,NA,NA,5
"445","Malaysia","Not defined","2022-34",2022-08-22,821,148,673,0,141,4,NA,NA,3
"446","Malaysia","Not defined","2022-35",2022-08-29,727,120,607,0,106,7,NA,NA,7
"447","Malaysia","Not defined","2022-36",2022-09-05,806,115,691,1,103,5,NA,NA,6
"448","Malaysia","Not defined","2022-37",2022-09-12,782,83,699,2,73,1,NA,NA,7
"449","Malaysia","Not defined","2022-38",2022-09-19,792,83,709,3,63,1,NA,NA,16
"450","Malaysia","Not defined","2022-39",2022-09-26,807,70,737,5,49,1,NA,NA,15
"451","Malaysia","Not defined","2022-40",2022-10-03,790,58,732,4,26,2,NA,NA,26
"452","Malaysia","Not defined","2022-41",2022-10-10,760,43,717,6,11,5,NA,NA,21
"453","Malaysia","Not defined","2022-42",2022-10-17,797,50,747,4,23,0,NA,NA,23
"454","Malaysia","Not defined","2022-43",2022-10-24,773,59,714,7,15,0,NA,NA,37
"455","Malaysia","Not defined","2022-44",2022-10-31,832,71,761,5,16,0,NA,NA,50
"456","Malaysia","Not defined","2022-45",2022-11-07,866,104,762,2,25,0,NA,NA,77
"457","Malaysia","Not defined","2022-46",2022-11-14,833,137,696,2,19,0,NA,NA,116
"458","Malaysia","Not defined","2022-47",2022-11-21,844,124,720,1,12,0,NA,NA,111
"459","Malaysia","Not defined","2022-48",2022-11-28,815,146,669,1,6,0,NA,NA,139
"460","Malaysia","Not defined","2022-49",2022-12-05,855,187,668,5,19,0,NA,NA,163
"461","Malaysia","Not defined","2022-50",2022-12-12,831,187,644,6,9,0,NA,NA,172
"462","Malaysia","Not defined","2022-51",2022-12-19,795,190,605,7,11,0,NA,NA,172
"463","Malaysia","Not defined","2022-52",2022-12-26,754,213,541,5,7,0,NA,NA,201
"464","Malaysia","Not defined","2023-01",2023-01-02,877,283,594,11,12,0,NA,NA,260
"465","Malaysia","Not defined","2023-02",2023-01-09,855,265,590,5,8,0,NA,NA,252
"466","Malaysia","Not defined","2023-03",2023-01-16,848,312,536,8,17,0,NA,NA,287
"467","Malaysia","Not defined","2023-04",2023-01-23,760,219,541,12,5,0,NA,NA,202
"468","Malaysia","Not defined","2023-05",2023-01-30,840,253,587,6,12,0,NA,NA,235
"469","Malaysia","Not defined","2023-06",2023-02-06,915,269,646,15,7,0,NA,NA,247
"470","Malaysia","Not defined","2023-07",2023-02-13,856,219,637,10,7,0,NA,NA,202
"471","Malaysia","Not defined","2023-08",2023-02-20,954,236,718,32,8,0,NA,NA,196
"472","Malaysia","Not defined","2023-09",2023-02-27,830,145,685,21,10,0,NA,NA,114
"473","Malaysia","Not defined","2023-10",2023-03-06,855,139,716,23,13,1,NA,NA,102
"474","Malaysia","Not defined","2023-11",2023-03-13,861,153,708,26,21,0,NA,NA,106
"475","Malaysia","Not defined","2023-12",2023-03-20,856,134,722,38,23,0,NA,NA,73
"476","Malaysia","Not defined","2023-13",2023-03-27,893,134,759,36,32,0,NA,NA,66
"477","Malaysia","Not defined","2023-14",2023-04-03,900,119,781,45,38,0,NA,NA,36
"478","Malaysia","Not defined","2023-15",2023-04-10,877,99,778,33,29,0,NA,NA,37
"479","Malaysia","Not defined","2023-16",2023-04-17,857,78,779,31,20,0,NA,NA,27
"480","Malaysia","Not defined","2023-17",2023-04-24,703,79,624,23,39,1,NA,NA,16
"481","Malaysia","Not defined","2023-18",2023-05-01,834,76,758,44,27,0,NA,NA,5
"482","Malaysia","Not defined","2023-19",2023-05-08,939,83,856,36,36,0,NA,NA,11
"483","Malaysia","Not defined","2023-20",2023-05-15,889,93,796,41,38,0,NA,NA,14
"484","Malaysia","Not defined","2023-21",2023-05-22,940,110,830,66,41,1,NA,NA,2
"485","Malaysia","Not defined","2023-22",2023-05-29,828,120,708,68,48,2,NA,NA,2
"486","Malaysia","Not defined","2023-23",2023-06-05,893,116,777,69,45,0,NA,NA,2
"487","Malaysia","Not defined","2023-24",2023-06-12,939,111,828,64,44,0,NA,NA,3
"488","Malaysia","Not defined","2023-25",2023-06-19,904,159,745,86,72,1,NA,NA,0
"489","Malaysia","Not defined","2023-26",2023-06-26,839,141,698,79,60,0,NA,NA,2
"490","Malaysia","Not defined","2023-27",2023-07-03,926,165,761,94,68,0,NA,NA,3
"491","Malaysia","Not defined","2023-28",2023-07-10,938,167,771,113,50,1,NA,NA,3
"492","Malaysia","Not defined","2023-29",2023-07-17,904,195,709,135,58,0,NA,NA,2
"493","Malaysia","Not defined","2023-30",2023-07-24,922,184,738,124,57,0,NA,NA,3
"494","Malaysia","Not defined","2023-31",2023-07-31,920,193,727,113,78,0,NA,NA,2
"495","Malaysia","Not defined","2023-32",2023-08-07,905,215,690,136,72,0,NA,NA,7
"496","Malaysia","Not defined","2023-33",2023-08-14,915,206,709,135,69,0,NA,NA,2
"497","Malaysia","Not defined","2023-34",2023-08-21,932,238,694,180,55,0,NA,NA,3
"498","Malaysia","Not defined","2023-35",2023-08-28,871,175,696,123,49,0,NA,NA,3
"499","Malaysia","Not defined","2023-36",2023-09-04,922,173,749,112,59,0,NA,NA,2
"500","Malaysia","Not defined","2023-37",2023-09-11,917,164,753,113,49,0,NA,NA,2
"501","Malaysia","Not defined","2023-38",2023-09-18,921,171,750,108,58,0,NA,NA,5
"502","Malaysia","Not defined","2023-39",2023-09-25,894,136,758,78,53,0,NA,NA,5
"503","Malaysia","Not defined","2023-40",2023-10-02,930,120,810,68,43,0,NA,NA,9
"504","Malaysia","Not defined","2023-41",2023-10-09,932,112,820,67,41,0,NA,NA,4
"505","Malaysia","Not defined","2023-42",2023-10-16,914,98,816,49,48,0,NA,NA,1
"506","Malaysia","Not defined","2023-43",2023-10-23,933,100,833,67,29,0,NA,NA,4
"507","Malaysia","Not defined","2023-44",2023-10-30,919,98,821,54,43,0,NA,NA,1
"508","Malaysia","Not defined","2023-45",2023-11-06,906,96,810,48,44,0,NA,NA,4
"509","Malaysia","Not defined","2023-46",2023-11-13,904,88,816,41,43,0,NA,NA,4
"510","Malaysia","Not defined","2023-47",2023-11-20,916,95,821,32,54,0,NA,NA,9
"511","Malaysia","Not defined","2023-48",2023-11-27,919,100,819,34,60,0,NA,NA,6
"512","Malaysia","Not defined","2023-49",2023-12-04,922,107,815,32,58,0,NA,NA,17
"513","Malaysia","Not defined","2023-50",2023-12-11,895,105,790,39,54,0,NA,NA,12
"514","Malaysia","Not defined","2023-51",2023-12-18,890,80,810,13,51,0,NA,NA,16
"515","Malaysia","Not defined","2023-52",2023-12-25,846,54,792,7,33,1,NA,NA,13
"516","Malaysia","Sentinel","2024-01",2024-01-01,874,59,815,9,44,0,NA,NA,6
"517","Malaysia","Sentinel","2024-02",2024-01-08,919,85,834,20,49,0,NA,NA,16
"518","Malaysia","Sentinel","2024-03",2024-01-15,907,101,806,16,66,0,NA,NA,19
"519","Malaysia","Sentinel","2024-04",2024-01-22,902,94,808,12,60,0,NA,NA,22
"520","Malaysia","Sentinel","2024-05",2024-01-29,908,109,799,24,59,0,NA,NA,26
"521","Malaysia","Sentinel","2024-06",2024-02-05,874,101,773,13,66,0,NA,NA,22
"522","Malaysia","Sentinel","2024-07",2024-02-12,877,125,752,22,71,0,NA,NA,32
"523","Malaysia","Sentinel","2024-08",2024-02-19,897,94,803,14,43,0,NA,NA,37
"524","Malaysia","Sentinel","2024-09",2024-02-26,908,94,814,12,48,0,NA,NA,34
"525","Malaysia","Sentinel","2024-10",2024-03-04,878,99,779,17,47,0,NA,NA,35
"526","Malaysia","Sentinel","2024-11",2024-03-11,888,113,775,9,63,0,NA,NA,41
"527","Malaysia","Sentinel","2024-12",2024-03-18,928,122,806,19,44,0,NA,NA,59
"528","Malaysia","Sentinel","2024-13",2024-03-25,886,86,800,12,32,0,NA,NA,42
"529","Malaysia","Sentinel","2024-14",2024-04-01,924,63,861,13,27,0,NA,NA,23
"530","Malaysia","Sentinel","2024-15",2024-04-08,614,40,574,9,12,0,NA,NA,19
"531","Malaysia","Sentinel","2024-16",2024-04-15,922,100,822,11,50,0,NA,NA,39
"532","Malaysia","Sentinel","2024-17",2024-04-22,892,108,784,23,50,0,NA,NA,35
"533","Malaysia","Sentinel","2024-18",2024-04-29,887,103,784,13,51,0,NA,NA,39
"534","Malaysia","Sentinel","2024-19",2024-05-06,912,132,780,25,53,0,NA,NA,54
"535","Malaysia","Sentinel","2024-20",2024-05-13,912,136,776,33,40,0,NA,NA,63
"536","Malaysia","Sentinel","2024-21",2024-05-20,838,162,676,37,77,0,NA,NA,48
"537","Malaysia","Sentinel","2024-22",2024-05-27,879,193,686,41,99,0,NA,NA,53
"538","Malaysia","Sentinel","2024-23",2024-06-03,878,170,708,33,73,0,NA,NA,64
"539","Malaysia","Sentinel","2024-24",2024-06-10,903,174,729,40,87,0,NA,NA,47
"540","Malaysia","Sentinel","2024-25",2024-06-17,825,152,673,43,64,0,NA,NA,45
"541","Malaysia","Sentinel","2024-26",2024-06-24,899,165,734,46,72,0,NA,NA,47
"542","Malaysia","Sentinel","2024-27",2024-07-01,928,224,704,65,94,0,NA,NA,65
"543","Malaysia","Sentinel","2024-28",2024-07-08,922,184,738,55,72,0,NA,NA,57
"544","Malaysia","Sentinel","2024-29",2024-07-15,928,216,712,52,85,0,NA,NA,79
"545","Malaysia","Sentinel","2024-30",2024-07-22,933,237,696,53,96,0,NA,NA,88
"546","Malaysia","Sentinel","2024-31",2024-07-29,924,219,705,66,81,0,NA,NA,72
"547","Malaysia","Sentinel","2024-32",2024-08-05,922,176,746,59,72,0,NA,NA,45
"548","Malaysia","Sentinel","2024-33",2024-08-12,937,201,736,37,72,0,NA,NA,92
"549","Malaysia","Sentinel","2024-34",2024-08-19,928,194,734,43,72,0,NA,NA,79
"550","Malaysia","Sentinel","2024-35",2024-08-26,930,181,749,40,59,0,NA,NA,82
"551","Malaysia","Sentinel","2024-36",2024-09-02,930,201,729,62,49,0,NA,NA,90
"552","Malaysia","Sentinel","2024-37",2024-09-09,927,196,731,54,46,0,NA,NA,96
"553","Malaysia","Sentinel","2024-38",2024-09-16,884,195,689,55,48,0,NA,NA,92
"554","Malaysia","Sentinel","2024-39",2024-09-23,924,186,738,36,51,0,NA,NA,99
"555","Malaysia","Sentinel","2024-40",2024-09-30,927,154,773,54,26,0,NA,NA,74
"556","Malaysia","Sentinel","2024-41",2024-10-07,930,172,758,52,38,0,NA,NA,82
"557","Malaysia","Sentinel","2024-42",2024-10-14,928,171,757,45,43,0,NA,NA,83
"558","Malaysia","Sentinel","2024-43",2024-10-21,931,168,763,62,34,0,NA,NA,72
"559","Malaysia","Sentinel","2024-44",2024-10-28,889,126,763,41,17,0,NA,NA,68
"560","Malaysia","Sentinel","2024-45",2024-11-04,950,157,793,62,19,0,NA,NA,76
"561","Malaysia","Sentinel","2024-46",2024-11-11,931,124,807,46,19,0,NA,NA,59
"562","Malaysia","Sentinel","2024-47",2024-11-18,935,134,801,49,18,0,NA,NA,67
"563","Malaysia","Sentinel","2024-48",2024-11-25,905,161,744,59,21,0,NA,NA,81
"564","Malaysia","Sentinel","2024-49",2024-12-02,902,158,744,72,23,0,NA,NA,63
"565","Malaysia","Sentinel","2024-50",2024-12-09,932,165,767,80,23,0,NA,NA,62
"566","Malaysia","Sentinel","2024-51",2024-12-16,922,159,763,84,14,0,NA,NA,61
"567","Malaysia","Sentinel","2024-52",2024-12-23,848,127,721,58,12,0,NA,NA,57
